time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,elevation,city,rain_condition,uv_index,kualitas_udara,kelembapan,tekanan_udara
2024-09-14,32.189569,25.263595,33.064515,22.658602,0.000000,14.730303,13.601018,229.620021,5.034336,10,Surabaya,Tidak Hujan,7.568461,Baik,76.529329,1009.610663
2024-09-15,30.360341,25.962058,34.622543,23.238918,0.000000,11.231267,10.963212,185.008402,6.501569,150,Surabaya,Tidak Hujan,8.026410,Sedang,73.167380,1009.309489
2024-09-16,31.764516,25.642953,33.568285,22.695379,0.207908,15.753556,12.871788,247.288234,6.721473,50,Surabaya,Tidak Hujan,7.702737,Baik,76.812224,1011.666986
2024-09-17,30.407981,23.518600,34.195000,23.702758,4.195610,11.196020,11.096338,242.067332,6.230732,150,Surabaya,Tidak Hujan,8.270634,Baik,79.529944,1011.688825
2024-09-18,32.748369,25.932785,35.035443,21.831557,0.000000,18.066060,11.637505,257.420619,5.727931,25,Surabaya,Tidak Hujan,7.761001,Baik,77.301546,1008.625345
2024-09-19,30.706173,25.105156,31.439818,22.399676,3.585573,15.542848,11.458925,235.158332,6.760191,150,Surabaya,Tidak Hujan,7.382025,Baik,73.344498,1009.689620
2024-09-20,32.551600,23.468200,34.789182,23.364239,1.261899,13.623192,11.583361,234.331201,6.586616,150,Surabaya,Tidak Hujan,8.441999,Baik,74.795744,1008.790924
2024-09-21,30.088195,23.570912,32.969195,22.695846,12.012543,15.753232,12.756284,242.458021,6.960000,10,Surabaya,Tidak Hujan,8.192534,Baik,75.050517,1011.498877
2024-09-22,32.846566,25.210512,35.163459,23.854128,2.376882,16.516599,10.669818,228.618659,6.711802,150,Surabaya,Tidak Hujan,7.575094,Baik,74.607425,1009.697472
2024-09-23,34.020214,25.590059,33.003923,22.185202,2.376882,13.336449,14.618671,223.771978,6.862590,50,Surabaya,Tidak Hujan,7.854839,Baik,77.420803,1010.551694
2024-09-24,34.030545,25.045053,32.618454,23.351230,0.000000,10.457802,12.222305,200.730245,6.012543,150,Surabaya,Tidak Hujan,8.236940,Sedang,76.840742,1008.411130
2024-09-25,33.003947,26.471927,33.239247,22.846517,0.000000,14.391671,11.834444,171.189574,6.501569,150,Surabaya,Tidak Hujan,7.886001,Baik,77.531776,1010.510006
2024-09-26,32.493060,25.021021,32.969195,22.091150,0.000000,14.730303,13.601018,235.158332,6.711802,10,Surabaya,Tidak Hujan,8.601550,Baik,77.301546,1008.196944
2024-09-27,34.015264,26.541315,34.789182,23.854128,1.171801,18.069450,11.517608,192.518659,6.586616,200,Surabaya,Tidak Hujan,7.525501,Sedang,81.168752,1009.670603
2024-09-28,31.791555,25.867512,33.056086,22.185202,2.784013,13.238493,12.593816,223.771978,6.862590,25,Surabaya,Tidak Hujan,8.204561,Baik,73.167380,1008.835921
2024-09-29,33.208151,25.435745,31.777002,23.238918,2.833320,13.791550,12.000494,151.782806,6.012543,150,Surabaya,Tidak Hujan,7.702737,Baik,77.940428,1009.610663
2024-09-30,31.391585,26.790938,31.026402,22.695379,0.000000,14.654763,11.547565,112.584674,5.498807,150,Surabaya,Tidak Hujan,7.761001,Baik,76.516086,1009.670603
2024-10-01,33.242967,25.968602,30.852331,23.361868,0.000000,13.791550,12.023253,228.463126,5.324393,200,Surabaya,Tidak Hujan,8.375533,Baik,77.011681,1008.411130
2024-10-02,32.316886,26.541315,31.777002,22.618671,0.000000,18.069450,12.000494,195.968846,6.331291,200,Surabaya,Tidak Hujan,9.155416,Baik,75.313063,1010.457813
2024-10-03,33.220197,26.471927,33.056086,22.380907,0.000000,18.069450,11.547565,108.995166,6.680650,25,Surabaya,Tidak Hujan,8.236940,Baik,75.313063,1010.457813
2024-10-04,30.345686,25.435745,30.938883,22.091150,0.000000,14.619047,14.079251,192.518659,6.075480,150,Surabaya,Tidak Hujan,8.204561,Baik,77.531776,1010.510006
2024-10-05,32.189569,24.717145,31.428588,23.366606,0.000000,20.091763,10.604618,171.189574,5.432857,150,Surabaya,Tidak Hujan,7.747978,Baik,84.053896,1010.514660
2024-10-06,30.360341,24.181822,34.502016,22.753890,0.000000,16.536971,11.554030,229.818817,4.869829,150,Surabaya,Tidak Hujan,8.514434,Baik,79.544719,1012.316886
2024-10-07,31.764516,26.069502,32.871032,22.115809,0.207908,16.890691,12.759902,234.331201,6.862590,10,Surabaya,Tidak Hujan,8.601550,Baik,76.541460,1008.196944
2024-10-08,30.407981,25.263595,33.064515,22.658602,4.195610,14.730303,13.601018,229.620021,5.034336,10,Surabaya,Tidak Hujan,7.568461,Baik,76.529329,1009.610663
2024-10-09,32.748369,25.962058,34.622543,23.238918,0.000000,11.231267,10.963212,185.008402,6.501569,150,Surabaya,Tidak Hujan,8.026410,Sedang,73.167380,1009.309489
2024-10-10,30.706173,25.642953,33.568285,22.695379,3.585573,15.753556,12.871788,247.288234,6.721473,50,Surabaya,Tidak Hujan,7.702737,Baik,76.812224,1011.666986
2024-10-11,32.551600,23.518600,34.195000,23.702758,1.261899,11.196020,11.096338,242.067332,6.230732,150,Surabaya,Tidak Hujan,8.270634,Baik,79.529944,1011.688825
2024-10-12,30.088195,25.932785,35.035443,21.831557,12.012543,18.066060,11.637505,257.420619,5.727931,25,Surabaya,Tidak Hujan,7.761001,Baik,77.301546,1008.625345
2024-10-13,32.846566,25.105156,31.439818,22.399676,2.376882,15.542848,11.458925,235.158332,6.760191,150,Surabaya,Tidak Hujan,7.382025,Baik,73.344498,1009.689620
2024-10-14,34.020214,23.468200,34.789182,23.364239,2.376882,13.623192,11.583361,234.331201,6.586616,150,Surabaya,Tidak Hujan,8.441999,Baik,74.795744,1008.790924
2024-10-15,34.030545,23.570912,32.969195,22.695846,0.000000,15.753232,12.756284,242.458021,6.960000,10,Surabaya,Tidak Hujan,8.192534,Baik,75.050517,1011.498877
2024-10-16,33.003947,25.210512,35.163459,23.854128,0.000000,16.516599,10.669818,228.618659,6.711802,150,Surabaya,Tidak Hujan,7.575094,Baik,74.607425,1009.697472
2024-10-17,32.493060,25.590059,33.003923,22.185202,0.000000,13.336449,14.618671,223.771978,6.862590,50,Surabaya,Tidak Hujan,7.854839,Baik,77.420803,1010.551694
2024-10-18,34.015264,25.045053,32.618454,23.351230,1.171801,10.457802,12.222305,200.730245,6.012543,150,Surabaya,Tidak Hujan,8.236940,Sedang,76.840742,1008.411130
2024-10-19,31.791555,26.471927,33.239247,22.846517,2.784013,14.391671,11.834444,171.189574,6.501569,150,Surabaya,Tidak Hujan,7.886001,Baik,77.531776,1010.510006
2024-10-20,33.208151,25.021021,32.969195,22.091150,2.833320,14.730303,13.601018,235.158332,6.711802,10,Surabaya,Tidak Hujan,8.601550,Baik,77.301546,1008.196944
2024-10-21,31.391585,26.541315,34.789182,23.854128,0.000000,18.069450,11.517608,192.518659,6.586616,200,Surabaya,Tidak Hujan,7.525501,Sedang,81.168752,1009.670603
2024-10-22,33.242967,25.867512,33.056086,22.185202,0.000000,13.238493,12.593816,223.771978,6.862590,25,Surabaya,Tidak Hujan,8.204561,Baik,73.167380,1008.835921
2024-10-23,32.316886,25.435745,31.777002,23.238918,0.000000,13.791550,12.000494,151.782806,6.012543,150,Surabaya,Tidak Hujan,7.702737,Baik,77.940428,1009.610663
2024-10-24,33.220197,26.790938,31.026402,22.695379,0.000000,14.654763,11.547565,112.584674,5.498807,150,Surabaya,Tidak Hujan,7.761001,Baik,76.516086,1009.670603
2024-10-25,30.345686,25.968602,30.852331,23.361868,0.000000,13.791550,12.023253,228.463126,5.324393,200,Surabaya,Tidak Hujan,8.375533,Baik,77.011681,1008.411130
2024-10-26,32.189569,26.541315,31.777002,22.618671,0.000000,18.069450,12.000494,195.968846,6.331291,200,Surabaya,Tidak Hujan,9.155416,Baik,75.313063,1010.457813
2024-10-27,30.360341,26.471927,33.056086,22.380907,0.000000,18.069450,11.547565,108.995166,6.680650,25,Surabaya,Tidak Hujan,8.236940,Baik,75.313063,1010.457813
2024-10-28,31.764516,25.435745,30.938883,22.091150,0.207908,14.619047,14.079251,192.518659,6.075480,150,Surabaya,Tidak Hujan,8.204561,Baik,77.531776,1010.510006
2024-10-29,30.407981,24.717145,31.428588,23.366606,4.195610,20.091763,10.604618,171.189574,5.432857,150,Surabaya,Tidak Hujan,7.747978,Baik,84.053896,1010.514660
2024-10-30,32.748369,24.181822,34.502016,22.753890,0.000000,16.536971,11.554030,229.818817,4.869829,150,Surabaya,Tidak Hujan,8.514434,Baik,79.544719,1012.316886
2024-10-31,30.706173,26.069502,32.871032,22.115809,3.585573,16.890691,12.759902,234.331201,6.862590,10,Surabaya,Tidak Hujan,8.601550,Baik,76.541460,1008.196944
2024-11-01,32.551600,25.263595,33.064515,22.658602,1.261899,14.730303,13.601018,229.620021,5.034336,10,Surabaya,Tidak Hujan,7.568461,Baik,76.529329,1009.610663
2024-11-02,30.088195,25.962058,34.622543,23.238918,12.012543,11.231267,10.963212,185.008402,6.501569,150,Surabaya,Tidak Hujan,8.026410,Sedang,73.167380,1009.309489
2024-11-03,32.846566,25.642953,33.568285,22.695379,2.376882,15.753556,12.871788,247.288234,6.721473,50,Surabaya,Tidak Hujan,7.702737,Baik,76.812224,1011.666986
2024-11-04,34.020214,23.518600,34.195000,23.702758,2.376882,11.196020,11.096338,242.067332,6.230732,150,Surabaya,Tidak Hujan,8.270634,Baik,79.529944,1011.688825
2024-11-05,34.030545,25.932785,35.035443,21.831557,0.000000,18.066060,11.637505,257.420619,5.727931,25,Surabaya,Tidak Hujan,7.761001,Baik,77.301546,1008.625345
2024-11-06,33.003947,25.105156,31.439818,22.399676,0.000000,15.542848,11.458925,235.158332,6.760191,150,Surabaya,Tidak Hujan,7.382025,Baik,73.344498,1009.689620
2024-11-07,32.493060,23.468200,34.789182,23.364239,0.000000,13.623192,11.583361,234.331201,6.586616,150,Surabaya,Tidak Hujan,8.441999,Baik,74.795744,1008.790924
2024-11-08,34.015264,23.570912,32.969195,22.695846,1.171801,15.753232,12.756284,242.458021,6.960000,10,Surabaya,Tidak Hujan,8.192534,Baik,75.050517,1011.498877
2024-11-09,31.791555,25.210512,35.163459,23.854128,2.784013,16.516599,10.669818,228.618659,6.711802,150,Surabaya,Tidak Hujan,7.575094,Baik,74.607425,1009.697472
2024-11-10,33.208151,25.590059,33.003923,22.185202,2.833320,13.336449,14.618671,223.771978,6.862590,50,Surabaya,Tidak Hujan,7.854839,Baik,77.420803,1010.551694
2024-11-11,31.391585,25.045053,32.618454,23.351230,0.000000,10.457802,12.222305,200.730245,6.012543,150,Surabaya,Tidak Hujan,8.236940,Sedang,76.840742,1008.411130
2024-11-12,33.242967,26.471927,33.239247,22.846517,0.000000,14.391671,11.834444,171.189574,6.501569,150,Surabaya,Tidak Hujan,7.886001,Baik,77.531776,1010.510006
2024-11-13,32.316886,25.021021,32.969195,22.091150,0.000000,14.730303,13.601018,235.158332,6.711802,10,Surabaya,Tidak Hujan,8.601550,Baik,77.301546,1008.196944
2024-11-14,33.220197,26.541315,34.789182,23.854128,0.000000,18.069450,11.517608,192.518659,6.586616,200,Surabaya,Tidak Hujan,7.525501,Sedang,81.168752,1009.670603
2024-11-15,30.345686,25.867512,33.056086,22.185202,0.000000,13.238493,12.593816,223.771978,6.862590,25,Surabaya,Tidak Hujan,8.204561,Baik,73.167380,1008.835921
2024-11-16,32.189569,25.435745,31.777002,23.238918,0.000000,13.791550,12.000494,151.782806,6.012543,150,Surabaya,Tidak Hujan,7.702737,Baik,77.940428,1009.610663
2024-11-17,30.360341,26.790938,31.026402,22.695379,0.000000,14.654763,11.547565,112.584674,5.498807,150,Surabaya,Tidak Hujan,7.761001,Baik,76.516086,1009.670603
2024-11-18,31.764516,25.968602,30.852331,23.361868,0.207908,13.791550,12.023253,228.463126,5.324393,200,Surabaya,Tidak Hujan,8.375533,Baik,77.011681,1008.411130
2024-11-19,30.407981,26.541315,31.777002,22.618671,4.195610,18.069450,12.000494,195.968846,6.331291,200,Surabaya,Tidak Hujan,9.155416,Baik,75.313063,1010.457813
2024-11-20,32.748369,26.471927,33.056086,22.380907,0.000000,18.069450,11.547565,108.995166,6.680650,25,Surabaya,Tidak Hujan,8.236940,Baik,75.313063,1010.457813
2024-11-21,30.706173,25.435745,30.938883,22.091150,3.585573,14.619047,14.079251,192.518659,6.075480,150,Surabaya,Tidak Hujan,8.204561,Baik,77.531776,1010.510006
2024-11-22,32.551600,24.717145,31.428588,23.366606,1.261899,20.091763,10.604618,171.189574,5.432857,150,Surabaya,Tidak Hujan,7.747978,Baik,84.053896,1010.514660
2024-11-23,30.088195,24.181822,34.502016,22.753890,12.012543,16.536971,11.554030,229.818817,4.869829,150,Surabaya,Tidak Hujan,8.514434,Baik,79.544719,1012.316886
2024-11-24,32.846566,26.069502,32.871032,22.115809,2.376882,16.890691,12.759902,234.331201,6.862590,10,Surabaya,Tidak Hujan,8.601550,Baik,76.541460,1008.196944
2024-11-25,34.020214,25.263595,33.064515,22.658602,2.376882,14.730303,13.601018,229.620021,5.034336,10,Surabaya,Tidak Hujan,7.568461,Baik,76.529329,1009.610663
2024-11-26,34.030545,25.962058,34.622543,23.238918,0.000000,11.231267,10.963212,185.008402,6.501569,150,Surabaya,Tidak Hujan,8.026410,Sedang,73.167380,1009.309489
2024-11-27,33.003947,25.642953,33.568285,22.695379,0.000000,15.753556,12.871788,247.288234,6.721473,50,Surabaya,Tidak Hujan,7.702737,Baik,76.812224,1011.666986
2024-11-28,32.493060,23.518600,34.195000,23.702758,0.000000,11.196020,11.096338,242.067332,6.230732,150,Surabaya,Tidak Hujan,8.270634,Baik,79.529944,1011.688825
2024-11-29,34.015264,25.932785,35.035443,21.831557,1.171801,18.066060,11.637505,257.420619,5.727931,25,Surabaya,Tidak Hujan,7.761001,Baik,77.301546,1008.625345
2024-11-30,31.791555,25.105156,31.439818,22.399676,2.784013,15.542848,11.458925,235.158332,6.760191,150,Surabaya,Tidak Hujan,7.382025,Baik,73.344498,1009.689620
2024-12-01,33.208151,23.468200,34.789182,23.364239,2.833320,13.623192,11.583361,234.331201,6.586616,150,Surabaya,Tidak Hujan,8.441999,Baik,74.795744,1008.790924
2024-12-02,31.391585,23.570912,32.969195,22.695846,0.000000,15.753232,12.756284,242.458021,6.960000,10,Surabaya,Tidak Hujan,8.192534,Baik,75.050517,1011.498877
2024-12-03,33.242967,25.210512,35.163459,23.854128,0.000000,16.516599,10.669818,228.618659,6.711802,150,Surabaya,Tidak Hujan,7.575094,Baik,74.607425,1009.697472
2024-12-04,32.316886,25.590059,33.003923,22.185202,0.000000,13.336449,14.618671,223.771978,6.862590,50,Surabaya,Tidak Hujan,7.854839,Baik,77.420803,1010.551694
2024-12-05,33.220197,25.045053,32.618454,23.351230,0.000000,10.457802,12.222305,200.730245,6.012543,150,Surabaya,Tidak Hujan,8.236940,Sedang,76.840742,1008.411130
2024-12-06,30.345686,26.471927,33.239247,22.846517,0.000000,14.391671,11.834444,171.189574,6.501569,150,Surabaya,Tidak Hujan,7.886001,Baik,77.531776,1010.510006
2024-12-07,32.189569,25.021021,32.969195,22.091150,0.000000,14.730303,13.601018,235.158332,6.711802,10,Surabaya,Tidak Hujan,8.601550,Baik,77.301546,1008.196944
2024-12-08,30.360341,26.541315,34.789182,23.854128,0.000000,18.069450,11.517608,192.518659,6.586616,200,Surabaya,Tidak Hujan,7.525501,Sedang,81.168752,1009.670603
2024-12-09,31.764516,25.867512,33.056086,22.185202,0.207908,13.238493,12.593816,223.771978,6.862590,25,Surabaya,Tidak Hujan,8.204561,Baik,73.167380,1008.835921
2024-12-10,30.407981,25.435745,31.777002,23.238918,4.195610,13.791550,12.000494,151.782806,6.012543,150,Surabaya,Tidak Hujan,7.702737,Baik,77.940428,1009.610663
2024-12-11,32.748369,26.790938,31.026402,22.695379,0.000000,14.654763,11.547565,112.584674,5.498807,150,Surabaya,Tidak Hujan,7.761001,Baik,76.516086,1009.670603
2024-12-12,30.706173,25.968602,30.852331,23.361868,3.585573,13.791550,12.023253,228.463126,5.324393,200,Surabaya,Tidak Hujan,8.375533,Baik,77.011681,1008.411130
2024-12-13,32.551600,26.541315,31.777002,22.618671,1.261899,18.069450,12.000494,195.968846,6.331291,200,Surabaya,Tidak Hujan,9.155416,Baik,75.313063,1010.457813
2024-12-14,30.088195,26.471927,33.056086,22.380907,12.012543,18.069450,11.547565,108.995166,6.680650,25,Surabaya,Tidak Hujan,8.236940,Baik,75.313063,1010.457813
2024-12-15,32.846566,25.435745,30.938883,22.091150,2.376882,14.619047,14.079251,192.518659,6.075480,150,Surabaya,Tidak Hujan,8.204561,Baik,77.531776,1010.510006
2024-12-16,34.020214,24.717145,31.428588,23.366606,2.376882,20.091763,10.604618,171.189574,5.432857,150,Surabaya,Tidak Hujan,7.747978,Baik,84.053896,1010.514660
2024-12-17,34.030545,24.181822,34.502016,22.753890,0.000000,16.536971,11.554030,229.818817,4.869829,150,Surabaya,Tidak Hujan,8.514434,Baik,79.544719,1012.316886
2024-12-18,33.003947,26.069502,32.871032,22.115809,0.000000,16.890691,12.759902,234.331201,6.862590,10,Surabaya,Tidak Hujan,8.601550,Baik,76.541460,1008.196944
2024-12-19,32.493060,25.263595,33.064515,22.658602,0.000000,14.730303,13.601018,229.620021,5.034336,10,Surabaya,Tidak Hujan,7.568461,Baik,76.529329,1009.610663
2024-12-20,34.015264,25.962058,34.622543,23.238918,1.171801,11.231267,10.963212,185.008402,6.501569,150,Surabaya,Tidak Hujan,8.026410,Sedang,73.167380,1009.309489
2024-12-21,31.791555,25.642953,33.568285,22.695379,2.784013,15.753556,12.871788,247.288234,6.721473,50,Surabaya,Tidak Hujan,7.702737,Baik,76.812224,1011.666986
2024-12-22,33.208151,23.518600,34.195000,23.702758,2.833320,11.196020,11.096338,242.067332,6.230732,150,Surabaya,Tidak Hujan,8.270634,Baik,79.529944,1011.688825
2024-12-23,31.391585,25.932785,35.035443,21.831557,0.000000,18.066060,11.637505,257.420619,5.727931,25,Surabaya,Tidak Hujan,7.761001,Baik,77.301546,1008.625345
2024-12-24,33.242967,25.105156,31.439818,22.399676,0.000000,15.542848,11.458925,235.158332,6.760191,150,Surabaya,Tidak Hujan,7.382025,Baik,73.344498,1009.689620
2024-12-25,32.316886,23.468200,34.789182,23.364239,0.000000,13.623192,11.583361,234.331201,6.586616,150,Surabaya,Tidak Hujan,8.441999,Baik,74.795744,1008.790924
2024-12-26,33.220197,23.570912,32.969195,22.695846,0.000000,15.753232,12.756284,242.458021,6.960000,10,Surabaya,Tidak Hujan,8.192534,Baik,75.050517,1011.498877
2024-12-27,30.345686,25.210512,35.163459,23.854128,0.000000,16.516599,10.669818,228.618659,6.711802,150,Surabaya,Tidak Hujan,7.575094,Baik,74.607425,1009.697472
2024-12-28,32.189569,25.590059,33.003923,22.185202,0.000000,13.336449,14.618671,223.771978,6.862590,50,Surabaya,Tidak Hujan,7.854839,Baik,77.420803,1010.551694
2024-12-29,30.360341,25.045053,32.618454,23.351230,0.000000,10.457802,12.222305,200.730245,6.012543,150,Surabaya,Tidak Hujan,8.236940,Sedang,76.840742,1008.411130
2024-12-30,31.764516,26.471927,33.239247,22.846517,0.207908,14.391671,11.834444,171.189574,6.501569,150,Surabaya,Tidak Hujan,7.886001,Baik,77.531776,1010.510006
2024-12-31,30.407981,25.021021,32.969195,22.091150,4.195610,14.730303,13.601018,235.158332,6.711802,10,Surabaya,Tidak Hujan,8.601550,Baik,77.301546,1008.196944
2025-01-01,32.748369,26.541315,34.789182,23.854128,0.000000,18.069450,11.517608,192.518659,6.586616,200,Surabaya,Tidak Hujan,7.525501,Sedang,81.168752,1009.670603
2025-01-02,30.706173,25.867512,33.056086,22.185202,3.585573,13.238493,12.593816,223.771978,6.862590,25,Surabaya,Tidak Hujan,8.204561,Baik,73.167380,1008.835921
2025-01-03,32.551600,25.435745,31.777002,23.238918,1.261899,13.791550,12.000494,151.782806,6.012543,150,Surabaya,Tidak Hujan,7.702737,Baik,77.940428,1009.610663
2025-01-04,30.088195,26.790938,31.026402,22.695379,12.012543,14.654763,11.547565,112.584674,5.498807,150,Surabaya,Tidak Hujan,7.761001,Baik,76.516086,1009.670603
2025-01-05,32.846566,25.968602,30.852331,23.361868,2.376882,13.791550,12.023253,228.463126,5.324393,200,Surabaya,Tidak Hujan,8.375533,Baik,77.011681,1008.411130
2025-01-06,34.020214,26.541315,31.777002,22.618671,2.376882,18.069450,12.000494,195.968846,6.331291,200,Surabaya,Tidak Hujan,9.155416,Baik,75.313063,1010.457813
2025-01-07,34.030545,26.471927,33.056086,22.380907,0.000000,18.069450,11.547565,108.995166,6.680650,25,Surabaya,Tidak Hujan,8.236940,Baik,75.313063,1010.457813
2025-01-08,33.003947,25.435745,30.938883,22.091150,0.000000,14.619047,14.079251,192.518659,6.075480,150,Surabaya,Tidak Hujan,8.204561,Baik,77.531776,1010.510006
2025-01-09,32.493060,24.717145,31.428588,23.366606,0.000000,20.091763,10.604618,171.189574,5.432857,150,Surabaya,Tidak Hujan,7.747978,Baik,84.053896,1010.514660
2025-01-10,34.015264,24.181822,34.502016,22.753890,1.171801,16.536971,11.554030,229.818817,4.869829,150,Surabaya,Tidak Hujan,8.514434,Baik,79.544719,1012.316886
2025-01-11,31.791555,26.069502,32.871032,22.115809,2.784013,16.890691,12.759902,234.331201,6.862590,10,Surabaya,Tidak Hujan,8.601550,Baik,76.541460,1008.196944
2025-01-12,33.208151,25.263595,33.064515,22.658602,2.833320,14.730303,13.601018,229.620021,5.034336,10,Surabaya,Tidak Hujan,7.568461,Baik,76.529329,1009.610663
2025-01-13,31.391585,25.962058,34.622543,23.238918,0.000000,11.231267,10.963212,185.008402,6.501569,150,Surabaya,Tidak Hujan,8.026410,Sedang,73.167380,1009.309489
2025-01-14,33.242967,25.642953,33.568285,22.695379,0.000000,15.753556,12.871788,247.288234,6.721473,50,Surabaya,Tidak Hujan,7.702737,Baik,76.812224,1011.666986
2025-01-15,32.316886,23.518600,34.195000,23.702758,0.000000,11.196020,11.096338,242.067332,6.230732,150,Surabaya,Tidak Hujan,8.270634,Baik,79.529944,1011.688825
2025-01-16,33.220197,25.932785,35.035443,21.831557,0.000000,18.066060,11.637505,257.420619,5.727931,25,Surabaya,Tidak Hujan,7.761001,Baik,77.301546,1008.625345
2025-01-17,30.345686,25.105156,31.439818,22.399676,0.000000,15.542848,11.458925,235.158332,6.760191,150,Surabaya,Tidak Hujan,7.382025,Baik,73.344498,1009.689620
2025-01-18,32.189569,23.468200,34.789182,23.364239,0.000000,13.623192,11.583361,234.331201,6.586616,150,Surabaya,Tidak Hujan,8.441999,Baik,74.795744,1008.790924
2025-01-19,30.360341,23.570912,32.969195,22.695846,0.000000,15.753232,12.756284,242.458021,6.960000,10,Surabaya,Tidak Hujan,8.192534,Baik,75.050517,1011.498877
2025-01-20,31.764516,25.210512,35.163459,23.854128,0.207908,16.516599,10.669818,228.618659,6.711802,150,Surabaya,Tidak Hujan,7.575094,Baik,74.607425,1009.697472
2025-01-21,30.407981,25.590059,33.003923,22.185202,4.195610,13.336449,14.618671,223.771978,6.862590,50,Surabaya,Tidak Hujan,7.854839,Baik,77.420803,1010.551694
2025-01-22,32.748369,25.045053,32.618454,23.351230,0.000000,10.457802,12.222305,200.730245,6.012543,150,Surabaya,Tidak Hujan,8.236940,Sedang,76.840742,1008.411130
2025-01-23,30.706173,26.471927,33.239247,22.846517,3.585573,14.391671,11.834444,171.189574,6.501569,150,Surabaya,Tidak Hujan,7.886001,Baik,77.531776,1010.510006
2025-01-24,32.551600,25.021021,32.969195,22.091150,1.261899,14.730303,13.601018,235.158332,6.711802,10,Surabaya,Tidak Hujan,8.601550,Baik,77.301546,1008.196944
2025-01-25,30.088195,26.541315,34.789182,23.854128,12.012543,18.069450,11.517608,192.518659,6.586616,200,Surabaya,Tidak Hujan,7.525501,Sedang,81.168752,1009.670603
2025-01-26,32.846566,25.867512,33.056086,22.185202,2.376882,13.238493,12.593816,223.771978,6.862590,25,Surabaya,Tidak Hujan,8.204561,Baik,73.167380,1008.835921
2025-01-27,34.020214,25.435745,31.777002,23.238918,2.376882,13.791550,12.000494,151.782806,6.012543,150,Surabaya,Tidak Hujan,7.702737,Baik,77.940428,1009.610663
2025-01-28,34.030545,26.790938,31.026402,22.695379,0.000000,14.654763,11.547565,112.584674,5.498807,150,Surabaya,Tidak Hujan,7.761001,Baik,76.516086,1009.670603
2025-01-29,33.003947,25.968602,30.852331,23.361868,0.000000,13.791550,12.023253,228.463126,5.324393,200,Surabaya,Tidak Hujan,8.375533,Baik,77.011681,1008.411130
2025-01-30,32.493060,26.541315,31.777002,22.618671,0.000000,18.069450,12.000494,195.968846,6.331291,200,Surabaya,Tidak Hujan,9.155416,Baik,75.313063,1010.457813
2025-01-31,34.015264,26.471927,33.056086,22.380907,1.171801,18.069450,11.547565,108.995166,6.680650,25,Surabaya,Tidak Hujan,8.236940,Baik,75.313063,1010.457813
2025-02-01,31.791555,25.435745,30.938883,22.091150,2.784013,14.619047,14.079251,192.518659,6.075480,150,Surabaya,Tidak Hujan,8.204561,Baik,77.531776,1010.510006
2025-02-02,33.208151,24.717145,31.428588,23.366606,2.833320,20.091763,10.604618,171.189574,5.432857,150,Surabaya,Tidak Hujan,7.747978,Baik,84.053896,1010.514660
2025-02-03,31.391585,24.181822,34.502016,22.753890,0.000000,16.536971,11.554030,229.818817,4.869829,150,Surabaya,Tidak Hujan,8.514434,Baik,79.544719,1012.316886
2025-02-04,33.242967,26.069502,32.871032,22.115809,0.000000,16.890691,12.759902,234.331201,6.862590,10,Surabaya,Tidak Hujan,8.601550,Baik,76.541460,1008.196944
2025-02-05,32.316886,25.263595,33.064515,22.658602,0.000000,14.730303,13.601018,229.620021,5.034336,10,Surabaya,Tidak Hujan,7.568461,Baik,76.529329,1009.610663
2025-02-06,33.220197,25.962058,34.622543,23.238918,0.000000,11.231267,10.963212,185.008402,6.501569,150,Surabaya,Tidak Hujan,8.026410,Sedang,73.167380,1009.309489
2025-02-07,30.345686,25.642953,33.568285,22.695379,0.000000,15.753556,12.871788,247.288234,6.721473,50,Surabaya,Tidak Hujan,7.702737,Baik,76.812224,1011.666986
2025-02-08,32.189569,23.518600,34.195000,23.702758,0.000000,11.196020,11.096338,242.067332,6.230732,150,Surabaya,Tidak Hujan,8.270634,Baik,79.529944,1011.688825
2025-02-09,30.360341,25.932785,35.035443,21.831557,0.000000,18.066060,11.637505,257.420619,5.727931,25,Surabaya,Tidak Hujan,7.761001,Baik,77.301546,1008.625345
2025-02-10,31.764516,25.105156,31.439818,22.399676,0.207908,15.542848,11.458925,235.158332,6.760191,150,Surabaya,Tidak Hujan,7.382025,Baik,73.344498,1009.689620
2025-02-11,30.407981,23.468200,34.789182,23.364239,4.195610,13.623192,11.583361,234.331201,6.586616,150,Surabaya,Tidak Hujan,8.441999,Baik,74.795744,1008.790924
2025-02-12,32.748369,23.570912,32.969195,22.695846,0.000000,15.753232,12.756284,242.458021,6.960000,10,Surabaya,Tidak Hujan,8.192534,Baik,75.050517,1011.498877
2025-02-13,30.706173,25.210512,35.163459,23.854128,3.585573,16.516599,10.669818,228.618659,6.711802,150,Surabaya,Tidak Hujan,7.575094,Baik,74.607425,1009.697472
2025-02-14,32.551600,25.590059,33.003923,22.185202,1.261899,13.336449,14.618671,223.771978,6.862590,50,Surabaya,Tidak Hujan,7.854839,Baik,77.420803,1010.551694
2025-02-15,30.088195,25.045053,32.618454,23.351230,12.012543,10.457802,12.222305,200.730245,6.012543,150,Surabaya,Tidak Hujan,8.236940,Sedang,76.840742,1008.411130
